customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
454,Female,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,No,Mailed check,87.54237884715305,3357.7232839899802,No
455,Female,0,No,No,48,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,76.98008657890979,5651.42879915028,No
456,Female,0,Yes,No,9,No,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,56.07855717193138,6815.6842139775545,No
457,Female,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),60.849125432839166,5598.7779617369115,No
458,Female,0,Yes,Yes,52,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,24.077139608314518,4671.125014777924,No
459,Female,1,No,No,63,No,Yes,No,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),48.92365289375999,6376.421291345985,No
460,Female,0,No,Yes,15,No,Yes,No,No,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),98.12545486307327,6904.155510957278,No
461,Male,1,No,Yes,17,No,No,DSL,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,49.419270382042534,3340.9605234508103,Yes
462,Male,1,Yes,Yes,42,No,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,No,Electronic check,37.66010488816837,1061.5768425454341,No
463,Male,1,No,Yes,18,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,64.30895436396148,1890.1586511419748,No
464,Male,0,No,No,32,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),91.41523289404356,5195.759944476607,No
465,Female,1,Yes,No,72,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.07310953966112,3125.3049860474052,No
466,Male,0,No,Yes,48,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),52.504555785907456,5956.509147003054,No
467,Male,0,No,No,35,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.10099238364185,2371.0194543324783,No
468,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,38.47239553258979,689.4301127010277,No
469,Male,1,Yes,No,50,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),86.37251407622885,1347.792557653615,No
470,Female,0,No,No,14,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,36.09832316731561,4021.4021067385393,No
471,Male,1,Yes,Yes,41,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Two year,No,Electronic check,44.420770153238685,7250.803196447016,Yes
472,Female,0,No,No,35,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,85.31024435669336,2814.657365385419,No
473,Male,0,Yes,No,59,No,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,112.77778122218342,4645.720477316558,Yes
474,Female,1,Yes,Yes,62,No,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,31.649421333055685,5194.834673184635,No
475,Male,1,No,Yes,30,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,112.28410232948801,884.4230772584029,No
476,Female,1,No,Yes,8,No,No,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),76.20965328507857,7459.503728311301,Yes
477,Male,1,No,Yes,64,Yes,No,No,Yes,No,No,No internet service,No,No,Two year,Yes,Electronic check,79.98046905568292,7383.777436980568,No
478,Female,1,No,No,46,No,Yes,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),107.15668037127013,3108.846098379135,No
479,Female,1,Yes,No,56,No,No phone service,DSL,Yes,Yes,No internet service,No,No,No,Two year,No,Mailed check,100.5444439001563,4264.893387098773,No
480,Male,0,No,Yes,22,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,88.3309383882495,5144.793767660728,No
481,Male,1,Yes,No,29,No,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),79.85660497853968,6808.4041883761565,No
482,Male,0,No,No,22,No,Yes,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.48234622039175,2951.999246453074,No
483,Male,0,Yes,Yes,24,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,70.13187831662091,7443.249510060585,Yes
484,Female,0,No,No,62,No,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),87.65091134250197,1510.3160141655117,Yes
485,Male,1,Yes,No,15,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,80.44413329399231,2048.2626840879484,No
486,Female,0,No,Yes,72,Yes,No,No,No,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),75.40440317067711,1623.5259147569532,No
487,Female,0,Yes,No,57,No,Yes,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),52.47502603940123,7827.725539078365,No
488,Male,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.97479460440806,2088.6952228433784,No
489,Male,0,No,Yes,33,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),43.95461539876622,928.4719161657414,Yes
490,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),111.97102718579912,4750.416825921826,No
491,Male,1,Yes,Yes,37,No,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,101.63969622572274,7904.245575786074,No
492,Female,1,No,No,71,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),67.24053142466573,4921.626446918636,No
493,Male,0,No,No,24,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.91979419658637,3762.3178280961674,No
494,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),113.56372635507218,7339.041776704562,No
495,Female,1,No,No,60,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Mailed check,54.93598788871194,413.9227397516409,No
496,Female,0,No,Yes,34,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.51799233916187,5149.479526572458,No
497,Male,1,Yes,Yes,48,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,103.78172377852351,6752.968086269108,Yes
498,Male,0,No,No,44,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),101.25157776241504,4488.874845495189,No
499,Male,0,No,No,52,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,86.0020902175642,2668.6234912316695,No
500,Male,0,Yes,Yes,11,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,One year,No,Electronic check,89.21127839414271,1933.3602456797958,No
501,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Two year,No,Mailed check,74.14688631138279,6825.721398754586,Yes
502,Male,1,No,No,29,No,No,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),48.228771303379254,6589.942284251379,No
503,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),94.388866257961,6044.923782396353,No
504,Female,0,No,No,39,No,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),58.40319393929443,5715.609040071258,No
505,Male,0,No,No,71,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,104.59513985246465,5825.745787413908,No
506,Male,0,Yes,Yes,40,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),84.33754680116697,6251.287031592553,Yes
507,Female,1,No,No,32,No,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,32.95722355691406,7981.379836639407,No
508,Male,1,Yes,Yes,71,No,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),103.78252029156647,5986.606956222941,No
509,Male,1,Yes,No,39,No,No,No,No internet service,Yes,No,No,No internet service,No,Two year,No,Electronic check,87.05627391763306,6135.246929574375,No
510,Female,1,No,No,53,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,Yes,Electronic check,114.79116293755119,1175.2958579995156,No
511,Male,1,No,Yes,37,No,Yes,DSL,No internet service,No,No internet service,Yes,No,Yes,One year,No,Electronic check,106.06091233153896,456.9613249831002,Yes
512,Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),46.602514770731034,6588.447323444979,No
513,Female,0,Yes,No,58,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.39767772903358,2322.8726905879926,No
514,Male,0,Yes,Yes,22,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,71.00896895010621,6465.611354228934,No
515,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,89.50914804028628,669.1776197919531,No
516,Female,0,No,Yes,3,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),36.328349062667286,5887.959880712802,No
517,Female,0,Yes,Yes,63,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,97.22710221487038,7208.135170540946,No
518,Male,1,Yes,Yes,26,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,115.01857262178748,3452.840325297144,No
519,Male,1,No,Yes,26,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,26.804817039241865,1929.9475279135315,Yes
520,Male,0,No,No,11,No,No phone service,No,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,30.259033619888815,6473.077787603357,Yes
521,Male,0,No,Yes,13,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,88.11766968184901,538.9025260990715,No
522,Male,0,Yes,No,63,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.50339071090448,4465.487618893967,No
523,Female,0,Yes,No,68,No,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.044874399111116,6778.689545896238,Yes
524,Male,0,No,Yes,5,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.90565334172832,2290.760736936416,No
525,Male,1,Yes,No,49,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,54.73364898139232,2476.4097643430027,No
526,Male,1,No,No,27,Yes,No,No,No,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,84.80551649693807,1296.663032482102,No
527,Female,0,Yes,Yes,4,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,43.04695693128126,7731.899574010421,No
528,Female,1,Yes,Yes,9,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.79829703924538,4535.969995915621,No
529,Male,0,Yes,No,42,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,One year,No,Bank transfer (automatic),89.68912198063245,5740.196132470756,No
530,Female,1,Yes,Yes,52,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,69.0363956318944,5391.343480181539,No
531,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,Yes,Electronic check,39.220684136910016,5368.408882766461,Yes
532,Male,1,Yes,No,22,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,81.5431163138185,2629.5717811939608,No
533,Female,0,No,No,39,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),97.04199735989742,6150.210076263945,No
534,Male,1,No,Yes,68,No,No phone service,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,24.58754201588173,1712.4985048514316,Yes
535,Female,1,Yes,No,62,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),44.514484691953434,2261.8043085280547,Yes
536,Male,1,Yes,No,39,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,No,Electronic check,31.49032179655044,2528.0758329715027,No
537,Male,0,Yes,No,38,No,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.00000932830989,7125.85257842949,No
538,Female,1,No,Yes,11,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,114.7986773566649,6049.717592821123,Yes
539,Male,0,Yes,Yes,48,Yes,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,105.51406428730638,7269.687257117472,No
540,Male,0,Yes,No,12,No,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,66.53856273650547,148.37117336836707,No
541,Male,0,Yes,No,64,No,No,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.49140343180854,650.7423437457843,Yes
542,Female,0,Yes,No,39,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),32.64501093971464,5118.182661221348,Yes
543,Female,0,Yes,No,47,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),90.82354682500826,1132.0424745043751,No
544,Female,0,Yes,Yes,5,No,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),38.78538345832989,6124.403163457936,No
545,Male,1,No,Yes,15,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),57.90357618845522,4854.698340022261,No
546,Male,1,Yes,No,4,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),63.143536620979695,5055.554587592773,No
547,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,No,Mailed check,104.14137976524026,7618.034331833328,Yes
548,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),99.72067993169631,4597.121757110567,No
549,Male,0,No,Yes,12,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,81.19088064760953,5055.658675812877,Yes
550,Female,0,Yes,Yes,30,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Electronic check,74.80514964417677,2088.316029397837,No
551,Female,0,No,Yes,62,No,No,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),31.030800676680474,5199.457021610882,Yes
552,Female,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),30.567625727854175,2864.0772425793207,No
553,Female,1,No,Yes,45,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,26.421667030461997,7511.526881470708,No
554,Female,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,No,Credit card (automatic),96.62184855584653,4047.874502970777,No
555,Female,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),113.24403869893355,7683.524850623795,Yes
556,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),73.85697188942524,7681.225495778262,No
557,Male,0,Yes,No,20,No,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),94.49190058517652,4939.567111220206,No
558,Male,0,Yes,No,18,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,111.8863896554035,6847.017958251643,No
559,Female,1,No,No,54,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),71.62940084354408,3919.3204669380166,Yes
560,Male,1,No,No,27,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,42.49884986698561,5726.565416568733,No
561,Male,1,No,Yes,63,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,21.064791870673865,6073.899353237273,No
562,Female,1,Yes,No,27,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.87859501288297,1760.3979270607088,No
563,Female,1,Yes,Yes,21,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),115.67976533189568,7379.00076796205,No
564,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.26381078581383,6459.518287402309,Yes
565,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,No,Mailed check,42.272197232022826,2789.2966493005397,No
566,Female,1,Yes,No,16,No,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,45.84058174715203,4074.462454075866,No
567,Female,1,No,No,34,No,No phone service,No,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),28.40375573260153,3164.64422142003,No
568,Female,0,Yes,No,38,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.27043679495176,2891.0170633740045,No
569,Female,1,Yes,Yes,65,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.34715096255562,1972.1056663704926,Yes
570,Male,0,No,No,66,No,Yes,No,No internet service,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),101.12495018931584,5376.891292175535,Yes
571,Male,1,No,Yes,34,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,61.75488694458847,6790.869254437565,No
572,Male,1,No,No,45,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),21.534466137034382,6830.537110653891,Yes
573,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),86.053509804529,4706.893611928186,No
574,Male,1,Yes,No,54,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),93.6304602757617,4278.8069749504675,No
575,Female,1,Yes,No,63,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,63.913962855132716,7484.958029663901,No
576,Female,0,No,No,41,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,43.12323621854303,7062.944759519992,No
577,Female,1,No,No,23,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,105.18545906245981,5513.919882758695,No
578,Female,0,No,No,31,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),78.82912163166718,5599.6108667317385,No
579,Male,1,Yes,No,39,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,102.66816661971262,4999.704229151255,Yes
580,Female,0,No,Yes,60,No,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,84.50456920352946,4400.1682483630775,Yes
581,Female,1,No,Yes,51,No,No,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.824708010951404,4983.645308318815,No
582,Female,1,No,Yes,62,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,117.05077321918576,3262.931145719774,No
583,Female,1,No,Yes,52,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,113.70849271927284,3884.4231609019157,No
584,Female,0,Yes,No,42,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),39.546514315924746,5390.97431138941,No
585,Male,1,Yes,No,43,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),29.973755923374306,7042.51073908132,Yes
586,Female,0,No,Yes,42,No,No phone service,DSL,No internet service,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),59.99785338324948,1453.6692136492582,Yes
587,Female,1,Yes,No,22,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),108.81909674093934,3157.515155713377,No
588,Female,1,No,No,8,No,No,No,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,97.67883559407132,3054.208829769692,No
589,Male,0,No,Yes,62,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,68.07842969557439,2409.9708286518453,No
590,Male,0,Yes,No,21,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),115.1128845848674,2890.9201267534804,Yes
591,Male,1,No,No,43,No,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,33.97372084077277,2115.3871859993815,Yes
592,Female,0,No,No,10,No,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),86.13521240565268,3642.614062586958,No
593,Male,1,No,No,52,Yes,No phone service,No,No internet service,No,Yes,No,Yes,Yes,One year,No,Electronic check,117.40250936184898,1934.6183844793875,No
594,Male,1,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.79938062475901,3985.266029486887,No
595,Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,23.10304907029149,6021.0339500071,No
596,Male,0,No,No,55,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.50910549045335,707.9036929806662,No
597,Male,0,Yes,No,36,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),77.6646883531022,1030.2245371030403,Yes
598,Male,1,No,No,61,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,43.77124282807665,3960.2824861444897,Yes
599,Female,0,Yes,Yes,13,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,106.80145863527422,254.82284429180208,No
600,Male,1,Yes,No,38,No,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.92707576474977,2589.947277365704,No
601,Male,1,No,Yes,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),48.97171570914313,3779.8357193674096,No
602,Male,0,No,Yes,68,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),72.14050386716919,1011.0958390410603,No
603,Male,0,Yes,No,63,No,No phone service,DSL,No,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),29.563559012222008,4679.031730336191,No
604,Female,0,No,Yes,49,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,64.6310763288929,7733.528709168605,No
605,Male,0,No,No,64,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.06791369723175,1672.7914107720796,No
606,Female,0,No,No,25,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.73020163021162,836.9553958537315,Yes
607,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,60.36957153837478,4299.9012473184,Yes
608,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Credit card (automatic),83.19918272983092,786.3513189416475,No
609,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,60.55363234459486,7742.728666763916,No
610,Female,1,Yes,Yes,67,No,No,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.56397300684144,4557.702937735144,No
611,Female,0,Yes,No,62,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),116.9947184085968,4213.917207163615,No
612,Female,0,No,No,9,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),61.23564327330719,7276.6740502975135,No
613,Female,1,No,No,4,Yes,No phone service,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),39.49369070867517,3846.2255666607016,No
614,Male,1,No,No,26,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),50.89311769117158,1965.6522730626289,No
615,Female,1,No,Yes,58,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),88.66716505019419,6864.16397939844,No
616,Male,1,No,Yes,72,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),63.38355732162969,2510.9297577103084,No
617,Male,0,Yes,No,14,No,Yes,No,Yes,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,75.56838566518041,756.9035482601498,No
618,Male,1,No,No,35,No,No,DSL,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),77.767627063911,3908.205713099288,No
619,Female,1,No,No,23,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Mailed check,46.88954956399492,3830.6087187679204,No
620,Male,1,Yes,No,8,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),80.0434003560961,6063.036055178152,No
621,Male,0,No,Yes,14,Yes,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.80073821869482,1060.0021707768822,No
